movie title,imdb id,cast,plot,director,rating,genres,poster,language cinema,votes,year,runtime,languages,trailer
Panni Kutty: (2022),11444768,"['Yogi Babu', 'Karunakaran', 'Dindigul.I. Leoni', 'Malini Sathappan', 'Ashna Sudheer', 'Tiger Thangadurai']",,Anucharan Murugaiyan,5.3,['Drama'],https://m.media-amazon.com/images/M/MV5BZDQ0MWYzMTItYmQxNS00NGRmLWE1OWQtOTJiOTlmY2M0NjAyXkEyXkFqcGdeQXVyMTIyOTc0NDI5.jpg,Tamil,156.0,2022.0,['122'],['Tamil'],https://www.youtube.com/embed/Z7ilr6r6iqM
Dear God: (1996),116059,"['Greg Kinnear', 'Laurie Metcalf', 'Maria Pitillo', 'Tim Conway', 'Hector Elizondo', 'Jon Seda', 'Roscoe Lee Browne', 'Anna Maria Horsford', 'Kathleen Marshall', ""Isadora O'Boto"", 'Felix Pire', 'Donal Logue', 'Sam McMurray', 'Nancy Marchand', 'Larry Miller', 'Rue McClanahan', 'Jack Sheldon', 'Coolio', 'Toby Huss', 'Stephanie Niznik', 'John Pinette', 'Seth Mumy', 'Greg Lewis', 'Sunny Hawks', 'Timi Prulhiere', 'Valerie Wildman', 'Jennifer Perkins', 'Rick Hill', 'Barbara Marshall', 'Jane Morris', 'Tom Hines', 'Jeff Michalski', 'Shannon Wilcox', 'Joshua Iscovich', 'Jill Lover', 'Sheron Bellio', 'Leigh Molloy', 'Timothy Stack', 'Bill Wolff', 'Sarina Ranftl', 'Monica Campbell', 'Sam Lima', 'Ellery King', 'Diane Frazen', 'Jennifer Peterson', 'Joy Rosenthal', 'Adrienne Wilde', 'Bud Markowitz', 'Bonnie Aarons', 'Steve Tisch', 'Mariana Morgan', 'Jack Klugman', 'Marvin Braverman', 'Ellen Cleghorne', 'Curtis Williams', 'Deborah Benson Wald', 'Odette Annable', 'Marcus Toji', 'Yvonne Pollack', 'Mona Lyden', 'Betty Carvalho', 'Hope Alexander-Willis', 'Mel Novak', 'Dom Magwili', 'Don Feldstein', 'Harvey Keenan', 'A. Kent Braverman', 'Lori Sigrist', 'Terri Sigrist', 'Patrick Richwood', 'Jim Meskimen', 'Israel Juarbe', 'Martin Garbus', 'Allan Kent', 'Duane Matthews', 'Carol Williard', ""Sean O'Bryan"", 'Joanna Heimbold', 'Rebecca Holmberg', 'Renee Albert', 'Robert Malina', 'Jeris Poindexter', 'Barbara Beck', 'Joyce Brothers', 'Erin Moran', 'Elinor Donahue', 'Greg Bronson', 'Tony Danza', 'Christopher Darden', 'David Hasselhoff', 'Johnny Luckett', 'Garry Marshall', 'Troy Martin', 'Cassandra Peterson', 'Dayna Price', 'Michael Rader', 'Phil Redrow', 'Michael Satterfield', 'John-Clay Scott']","When letters written to God start getting results, and replies, people everywhere are amazed. The post office, however, is annoyed.",Garry Marshall,5.4,['Comedy'],https://m.media-amazon.com/images/M/MV5BZmVhYTk1MWEtOTZkYS00YWJmLWJlZTctNDIzN2JjODMyYmMyXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg,American,4197.0,1996.0,['112'],['English'],https://www.youtube.com/embed/gXgiAEdIQ4s
Idlewild: (2006),417225,"['André 3000', 'Big Boi', 'Paula Patton', 'Terrence Howard', 'Faizon Love', 'Malinda Williams', 'Cicely Tyson', 'Macy Gray', 'Ben Vereen', 'Paula Jai Parker', ""Bobb'e J. Thompson"", 'Patti LaBelle', 'Ving Rhames', 'Jackie Long', 'Oscar Dillon', 'Jalil Jay Lynch', 'Esau McGraw', 'Bruce Bruce', ""Bre'Wan Waddell"", 'Carol Mitchell-Leon', 'China Anderson', 'Isis Faust', 'Kyra Freeman', 'Kabrina Truesdale', 'Rodney Johnson', 'Fonzworth Bentley', 'Bryan Barber', 'Cynthia Covington Blash', 'Cali Casino', 'Kevin Rowe', 'Lillian Jones', 'Lakesha Lee', 'Charlie Lucas', 'Angelo Moore', 'Bill Nunn', 'Afemo Omilami', 'Liwaza Green', 'Eva La Dare', 'Annalisia Simone', 'Jennifer D. Johnson', 'Autavia Bailey', 'Ilia Jessica Castro', 'Kenna Michelle Morris', 'Stephanie Moseley', 'Debra Killings', 'Quinn Bass', 'Torya Beard', 'Jennifer Edmonds', 'Ryan Francois', 'Edgar Godineaux', 'Terrance Harrison', 'Micah James', 'Erika T. Johnson', 'Janice Lorraine', 'Chanel Malvar', 'Marielys Molina', 'Adesola A. Osakalumi', ""Henry 'Chopper' Platt"", 'Danielle Polanco', 'Carlos Sierra', ""Ivan 'Flipz' Velez"", 'Nadine Ellis', 'Elton Laron', 'Tracie Burton', 'Ayesha Orange', 'Josette Wiggan', 'Jason Samuels Smith', 'Victoria Gracie', 'Dannon Bryant', 'Sleepy Brown', 'Norwood Fisher', 'Kevin Kendrick', 'John Steward', 'Chloe Arnold', 'Dabier', 'Carlos V. Flores', 'Chantel Heath', 'Raquel Horsford', 'Nadyia Jones', 'J. Lee', 'Tiara Parker', 'Tia Robinson', 'Ben Solenberger']","At a sexy, sizzling nightclub, pianist Percival lives life by the rules, while Rooster, the club's flashy lead performer, struts his stuff on the stage. But all changes when greed, fame and murder threaten to destroy them and the joint.",Bryan Barber,6.2,"['Crime', 'Drama', 'Musical', 'Romance']",https://m.media-amazon.com/images/M/MV5BOTAxMTgyMDI2NF5BMl5BanBnXkFtZTcwMjU4NjgzMQ@@.jpg,American,5756.0,2006.0,['121'],['English'],https://www.youtube.com/embed/4_nx2TmkyMM
Dukaan: (2024),15458936,"['Monika Panwar', 'Sikandar Kher', 'Insane Ashraf', 'Soham Majumdar', 'Vrajesh Hirjee', 'Monali Thakur', 'Shreya Sharma', 'Anannya Vaidya', 'Azhar J Malik', 'Romanch Soni', 'Bilal Özel', 'Hridansh Parekh']","A girl who becomes a surrogate mother, becoming the relief for couples with issues.",Siddharth Singh,,['Drama'],https://m.media-amazon.com/images/M/MV5BNzliNWIwMDQtZmE4ZC00YjJiLWIwZGUtOGZiNDExZTM5ZDlhXkEyXkFqcGdeQXVyOTY1NDEzMDc@.jpg,Hindi,,2024.0,['122'],"['Hindi', 'English', 'Gujarati']",https://www.youtube.com/embed/GMJLzvJJLOY
Ankhon Dekhi: (2013),3614516,"['Sanjay Mishra', 'Seema Pahwa', 'Rajat Kapoor', 'Taranjit Kaur', 'Maya Sarao', 'Chandrachoor Rai', 'Namit Das', 'Brijendra Kala', 'Alka Chatwal', 'Manu Rishi Chadha', 'Mahesh Sharma', 'Anil Chaudhary', 'Manish Karnatak', 'Dhruv Uday Singh', 'Saurabh Shukla', 'Danish Husain', 'Yogendra Tikku', 'Chaitanya Mahawar', 'Chetan Sharma', 'Shivam Sethi', 'Naresh Gosain', 'Suman Chowdry', 'Sandip Chowdry', 'Munish Bhardwaj', 'Jiya Bhardwaj', 'Mukesh Kumar', 'Yadvendra Brar', 'Javed Khan Amrohi', 'Pratik Chandarana', 'Sohan Kumar Jha', 'Vidya Bhushan', 'Majid Khan', 'Bitoo Chhabra', 'Farooq Azam', 'Dimple', 'Mansi Jain', 'Alysha Malhotra', 'Shrikant Verma', 'Rehman Zehen', 'Ranvir Shorey']","After a distressing incident, a Delhi man vows to believe only what he can see, but his new ideals soon take his life in extreme directions.",Rajat Kapoor,7.9,"['Comedy', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTY4YjY3ZDgtYjVhZS00MWY4LTlkYmMtNGI4ZGY4YzhiZmIwXkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg,Hindi,12784.0,2013.0,['107'],['Hindi'],https://www.youtube.com/embed/H3yKUHI2mE4
Dalaal: (1993),106653,"['Mithun Chakraborty', 'Ayesha Jhulka', 'Ravi Behl', 'Indrani Banerjee', 'Tinnu Anand', 'Tarun Ghosh', 'Deb Mukherjee', 'Mangal Dhillon', 'Satyendra Kapoor', 'Rita Bhaduri', 'Suresh Chatwal', 'Vikas Anand', 'C.S. Dubey', 'Shakti Kapoor', 'Raj Babbar', 'Ateeq A. Shah', 'Richy Sharma', 'Brijesh Tiwari', 'Ram Singh', 'G.P. Singh', 'Baljeet Balagan', 'Hameed', 'Kakuli', 'Prem Kumar', 'Amarnath Mukherjee', 'Milan', 'Santanu', 'Kumar Jeet', 'Navin', 'Anuraag', 'Prashant', 'Rathin Ghosh', 'Ratan Adhikar', 'Raj Kishore', 'Ragon Akhtar', 'Sagar', 'Baljeet Balagun']","Naive, illiterate Bhola Nath lives in a small village in India, which has yet to receive electricity. Bhola is helpful to everyone around him, and even speaks out against the local politician, Chatriprasad. Perturbed by this, Chatriprasad first accedes to all of Bhola's demands, and then asks him to re-locate to Bombay, and find employment with a former villager named Jagganath Tripathi, to which Bhola agrees. Upon arrival, Bhola is welcomed by Jagganath, and is even hired to escort young women to meet with their brothers. Bhola enthusiastically takes on this opportunity and works diligently to earn the respect of everyone around him. During the course of his duties, he meets with a beautiful woman named Roopali, and it is then slowly it dawns on Bhola about the true nature of his duties - that a pimp. But will this realization be enough for Bhola to reverse the regression in order to redeem himself?—rAjOo (gunwanti@hotmail.com)",Partho Ghosh,4.9,"['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMjA5NGJjMjAtZTBjYS00MGYyLTgwYzAtOWZiMzFmMDM3YzUyXkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg,Hindi,139.0,1993.0,['160'],['Hindi'],https://www.youtube.com/embed/_L8dSMzpkD0
Paper Flowers: (1959),52954,"['Waheeda Rehman', 'Guru Dutt', 'Kumari Naaz', 'Johnny Walker', 'Mahesh Kaul', 'Veena', 'Minoo Mumtaz', 'Nilofer', 'Ruby Mayer', 'Sheela Vaz', 'Vikram Kapoor', 'Mehmood', 'Mohan Choti', 'Munshi Munakka', 'Haroon', 'V. Ratra', 'Tony Walker', 'Ratna', 'Tun Tun', 'Pratima Devi', 'Harbans Darshan M. Arora', 'Tina Misquitta']","Suresh Sinha, a famous director, discovers star potential in Shanti, a woman he stumbled into one rainy evening, and casts her as the lead in a film. In a twist of fate, Shanti becomes a superstar and Suresh faces a decline in his career.",Guru Dutt,7.8,"['Drama', 'Romance']",https://m.media-amazon.com/images/M/MV5BMzhkZGI3MzUtYzRiMC00MGYzLWEyOTEtM2E5MTRjMDI1M2FkXkEyXkFqcGdeQXVyMzg1ODEwNQ@@.jpg,Hindi,2766.0,1959.0,['148'],['Hindi'],https://www.youtube.com/embed/XGf3w05oAdc
Q&A: (1990),100442,"['Nick Nolte', 'Timothy Hutton', 'Armand Assante', ""Patrick O'Neal"", 'Lee Richardson', 'Luis Guzmán', 'Charles S. Dutton', 'Jenny Lumet', 'Paul Calderon', 'International Chrysis', 'Dominic Chianese', 'Leonardo Cimino', 'Fyvush Finkel', 'Gustavo Brens', 'Martin E. Brens', 'Maurice Schell', 'Thomas Mikal Ford', 'John Capodice', 'Frederick Rolf', 'Hal Lehrman', 'Gloria Irizarry', 'Brian Neill', 'Susan Mitchell', 'Drew Eliot', 'Frank Raiter', 'Harry Madsen', 'Jerry Ciauri', 'George Kodisch', 'Burtt Harris', 'Michael A. Joseph', ""Cynthia O'Neal"", 'Victor Colicchio', 'Anibal O. Lleras', 'José Rafael Arango', 'David Dill', 'Alex Ruiz', 'Richard Solchik', 'Edward Rogers III', 'Junior Perez', 'Javier Ríos', 'June Stein', 'Rod Rodriguez', 'Sonny Vito', 'Olga Merediz', 'Peter Gumeny', 'Edward Rowan', 'Danny Darrow', 'José Collazo', 'José Alvarez', 'G.W. Bailey', 'Janis Corsair', 'David Hummel', 'Vincent Pastore']","Dirty cop, Mike Brennan thinks he got away with murder. But during a routine Q&A, the righteous assistant DA finds a clue that sets them both on a collision course.",Sidney Lumet,6.6,"['Crime', 'Drama', 'Thriller']",https://m.media-amazon.com/images/M/MV5BYTI0NWNjZmQtNzExNC00YzVhLWFiMTAtOGJjOGIwZTExY2QxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg,American,6985.0,1990.0,['132'],"['English', 'Spanish']",https://www.youtube.com/embed/3XwVB17AzaQ
Tere Mere Phere: (2011),1696191,"['Vinay Pathak', 'Riya Sen', 'Jagrat Desai', 'Sasha Goradia', 'Darshan Jariwala', 'Sushmita Mukherjee', 'Anup Jalota', 'Aniruddha Nair', 'Kriti Panth', 'Rohan Shah', 'Ketan Karande', 'Garima Kalyan', 'Rajgir Mahant', 'Rajshri Malhotra', 'Sangeeta Malpa', 'N.K. Pant', 'Lalit Parashar', 'Dinesh Sharma', 'Shruti Sharma', 'Gita Shashidharan', 'Soneer Vadhera', 'Asha Vyas', 'Manish Yadav']",An irate groom-to-be abducts a recently married bickering couple and asks them to take him to his wedding.,Deepa Sahi,5.4,"['Comedy', 'Drama', 'Romance']",https://m.media-amazon.com/images/M/MV5BY2VhOTNhMTgtM2ZhNy00YjcyLWEwNDItNGU4NThjMTNmMGNkXkEyXkFqcGdeQXVyNDUzOTQ5MjY@.jpg,Hindi,268.0,2011.0,['120'],"['Hindi', 'Punjabi', 'English']",https://www.youtube.com/embed/xwWWdHsf9n4
Home Delivery - IMDb: (<NA>),12311634,"['Joe Pantoliano', 'Rainn Wilson', 'Lindsay Sloane', 'Lesley Ann Warren', 'Jimmi Simpson', 'Sheila Carrasco', 'Peter MacNicol', 'Tracie Thoms', 'Donald Faison', 'Zehra Fazal', 'Janie Haddad Tompkins', 'Eliot Schwartz', 'Melanie Field', 'Phil Abrams', 'Jeff Torres', 'Paxton Kubitz', 'London Garcia', 'Mia Sandler', 'Keisha Zollar', 'Caitlin Norton', 'Laurence Stepney', 'Chloe Gay Brewer', 'Cassie Ferrick']",A plus size supermodel invites her family over to experience the birth of her first child.,Thom Harp,,['Comedy'],,Hindi,,,,,https://www.youtube.com/embed/2T0LxhhuETI
Black as Night: (2021),13372884,"['Asjha Cooper', 'Fabrizio Guido', 'Mason Beauchamp', 'Abbie Gayle', 'Craig Tate', 'Keith David', 'Derek Roberts', 'Frankie Smith', 'Sammy Nagi Njuguna', 'Kenneisha Thompson', 'Al Mitchell', 'Tunde Laleye', 'Theodus Crane', 'Nicole Barre', 'Kenneth Kynt Bryan', 'Richard Chattmon', 'Andrew Penrow', 'Joseph Singletary', 'Tim J. Smith']",A teenage girl with self-esteem issues finds confidence by spending her summer battling vampires.,Maritte Lee Go,4.4,"['Drama', 'Horror', 'Thriller']",https://m.media-amazon.com/images/M/MV5BNzdhZmIyNjktZTVjOS00Y2NjLWFmNmMtYzgxMGMyZjA2MWUxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,American,2334.0,2021.0,['87'],['English'],https://www.youtube.com/embed/iuXnGbxTxDE
Wedding Bell Blues: (1996),118127,"['Illeana Douglas', 'Paulina Porizkova', 'Julie Warner', 'John Corbett', 'Jonathan Penner', 'Charles Martin Smith', 'Richard Edson', 'Joe Urla', 'Stephanie Beacham', 'Carla Gugino', 'John Capodice', 'Leo Rossi', 'Liz Sheridan', 'Steven Gilborn', 'Jeff Seymour', 'Victoria Jackson', 'Kamala Lopez', 'Carol Ann Susi', 'Andrew Heckler', 'Marcy Lafferty', 'Bill Elliot', 'Carlos Montilla', 'David Wilbur', 'Kate Asner', 'Danny Koker', 'Kevin Hunt', 'Cook E. Jarr', 'Laurence Barbera', 'Michael Lee Phillips Jr.', ""Brendan 'Reno' Duffy"", 'Patric Thompson', 'Richard Cornell', 'Betty Bunch', 'Korie Fera', 'Allison Walasek', 'Martha Preciado', 'Deanna Fuller', 'Sebastian Gutierrez', 'Bridget Thornton', 'Talinn Jaramillo', 'Savannah Taylor', 'Dean Chesnutt', 'Debbie Reynolds']","Three women are apartment mates: one is about to be married, another discovers she is pregnant by her longtime boyfriend, and the third has an endless queue of men in and out of her bedroom. Sudden jiltings lead them to Vegas.",Dana Lustig,5.1,"['Comedy', 'Romance']",https://m.media-amazon.com/images/M/MV5BMzU1Mzc4MTA3NV5BMl5BanBnXkFtZTcwMTM4ODQyMQ@@.jpg,American,501.0,1996.0,['102'],['English'],https://www.youtube.com/embed/0j-lFbYisaA
Raja Hindustani: (1996),117437,"['Aamir Khan', 'Karisma Kapoor', 'Suresh Oberoi', 'Johny Lever', 'Navneet Nishan', 'Veeru Krishnan', 'Kunal Kemmu', 'Pramod Moutho', 'Mohnish Behl', 'Tiku Talsania', 'Farida Jalal', 'Archana Puran Singh', 'Kalpana Iyer', 'Pratibha Sinha', 'Shravan Sagar', 'Razak Khan']","Raja, a taxi driver, falls in love with Aarti, a rich girl, and marries her against her parents' wishes. Later, her parents try to create differences amongst the couple.",Dharmesh Darshan,6.1,"['Action', 'Comedy', 'Drama', 'Musical', 'Romance']",https://m.media-amazon.com/images/M/MV5BM2Q1NGRiOTctMWQyMC00N2RiLTg5YTMtM2JiMGI0ZTAyNjQwXkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg,Hindi,8350.0,1996.0,['177'],['Hindi'],https://www.youtube.com/embed/qHhoFdHyJfc
Shiva Baby: (2020),11317142,"['Rachel Sennott', 'Danny Deferrari', 'Fred Melamed', 'Polly Draper', 'Molly Gordon', 'Glynis Bell', 'Rita Gardner', 'Cilda Shaur', 'Jackie Hoffman', 'Richard Brundage', 'Noemie Zysermann', 'Dianna Agron', 'Sondra James', 'Ted Seligman', 'Edgar Harmanci', 'Deborah Offner', 'Vivien Landau', 'Robin Wesley-Peck', 'Ariel Eliaz', 'Al Choy', 'Gloria Schnure', 'Lindsay Seligman', 'Steven Wishman']","At a Jewish funeral service with her parents, a college student runs into her sugar daddy and ex girlfriend.",Emma Seligman,7.1,"['Comedy', 'Drama']",https://m.media-amazon.com/images/M/MV5BM2Y5ZDg1MmMtNjJkYS00NmEzLTk0ZjAtMGUxOTIyMDVlNzM1XkEyXkFqcGdeQXVyNjY1MTg4Mzc@.jpg,American,32783.0,2020.0,['77'],['English'],https://www.youtube.com/embed/3y9Da-91t-I
Jyoti Bane Jwala: (1980),262534,"['Jeetendra', 'Vinod Mehra', 'Ashok Kumar', 'Waheeda Rehman', 'Moushumi Chatterjee', 'Sarika Thakur', 'Kader Khan', 'Iftekhar', 'Satyendra Kapoor', 'Paidi Jairaj', 'Pandari Bai', 'Seema Deo', 'Pinchoo Kapoor', 'Sanjeev Kumar', 'Shreeram Lagoo', 'Rekha', 'D.K. Sapru', 'Bob Christo', 'Yusuf Khan', 'Maqsood', 'Murad', 'Bhagwan Palav', 'Asit Kumar Sen']","Suraj and Malti are in love and get very intimate. They are introduced to their respective families, and there is approval all round, and their marriage is to be finalized soon. Before that could happen, Suraj meets with an accident and is killed instantly, leaving Malti devastated. Malti's dad, Charandas, is shocked to find that Malti is pregnant, and both of them re-locate to a secluded area, where Malti's gives brith to a baby boy. Charandas has the child disposed off in a garbage can, and tells Malti that the child died. Malti recovers and subseqeuntly marries Mr. O.P. Bakshi, and settles down. Years later, while watching a dance show with her husband, Malti sees a young man who resembles her husband in every shape and form. She attempts to make inquiries, but is afraid of what her husband will think when he finds out that the young man is her son, born out of marriage. The young man is Jyoti, who was left in a garbage can at the time of his birth, but is now a dreaded, ruthless, and much feared criminal don, going by the name of Jwala.—rAjOo (gunwanti@hotmail.com)",Dasari Narayana Rao,5.0,"['Drama', 'Family', 'Action']",https://m.media-amazon.com/images/M/MV5BMDUxMjcxNDktYWM1NC00YTc3LTljZTMtYjY2MDZiNTgwMmFhXkEyXkFqcGdeQXVyOTIzODUxMjk@.jpg,Hindi,51.0,1980.0,['166'],['Hindi'],https://www.youtube.com/embed/1_2gLaEw7yU
A Stranger Among Us: (1992),105483,"['Melanie Griffith', 'Eric Thal', 'John Pankow', 'Tracy Pollan', 'Lee Richardson', 'Mia Sara', 'Jamey Sheridan', 'Jake Weber', ""Ro'ee Levi"", 'David Rosenbaum', 'Ruth Vool', 'David Margulies', 'Edward Rogers III', 'Maurice Schell', 'James Gandolfini', 'Christopher Collins', 'Burtt Harris', 'Ira Rubin', 'Françoise Granville', 'Rena Sofer', 'Shifra Lerer', 'Eleanor Reissa', 'Jim Lovelett', 'Jack Gill', 'Steve Hamilton', 'Paul Zim', 'Drew Eliot', 'Sasha Pasmur', 'John Louis Fischer', 'Jack Beers', 'Dave Droge', 'Shanni Jaffe', 'Dean Rader-Duval', 'Abe Shainberg', 'Jay Brian Winnick']","Emily, a tough NYPD cop, is sent to an orthodox Jewish community to investigate a missing person plus $720,000 in missing diamonds. To solve what becomes a murder case, she has to join the community.",Sidney Lumet,5.6,"['Crime', 'Drama', 'Mystery', 'Romance']",https://m.media-amazon.com/images/M/MV5BYTU4NmFiNWItZmNhMi00OWVlLWJlMTktMTE2ZWQ3N2Q3M2JhXkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg,American,4207.0,1992.0,['110'],"['English', 'Yiddish', 'Hebrew']",https://www.youtube.com/embed/HimOwv3CfOM
Shabnam Mausi: (2005),459133,"['Ashutosh Rana', 'Sujeet Chaubey', 'Rashami Desai', 'Jass Khera', 'Dilip-Hari Kishen', 'Bobby Kumar', 'Govind Namdeo', 'Vishwajeet Pradhan', 'Vijay Raaz', 'Mani Shankar', 'Vivek Shauq', 'Mukesh Tiwari']","Inspired by a real person, Shabnam Mousi is an action-packed Bollywood musical about a hijra (eunuch) who transcends societal oppression to become a successful politician.",Yogesh Bhardwaj,6.5,"['Action', 'Biography', 'Drama']",https://m.media-amazon.com/images/M/MV5BMDJjNWQ5OTgtOWNkMi00YThkLTgxZTEtOTg2NDgwYmE2ODg0XkEyXkFqcGdeQXVyMTc1NDk4NzU@.jpg,Hindi,66.0,2005.0,['150'],['Hindi'],https://www.youtube.com/embed/_-9kk7_39Rw
India's Most Wanted: (2019),8484942,"['Arjun Kapoor', 'Sudev Nair', 'Preet Bhullar', 'Rajesh Sharma', 'Alexander Prasanth', 'Santilal Mukherjee', 'Sonia Albizuri', 'Sanjay M Bhatia', 'Jiban Bhattarai', 'Nikhil Dave', 'Sudhir S. Dayma', 'Sandeep Shridhar Dhabale', 'Ankita Dubey', 'Amit Jairath', 'Aasif Khan', 'Shubham Kumar', 'Resh Lamba', 'Lalit Kumar Malla', 'Devendra Mishra', 'Gaurav Mishra', 'Mayank Kumar Mishra', 'Namit', 'Madhukar Narlwade', 'Rahaao', 'Pankaj Raina', 'Navneet Ranga', 'Shakti Rawal', 'Jeetu Shastri', 'Mohit Sheoran', 'Bajrangbali Singh', 'Pravin Singh Sisodia', 'Ammar Taalwala', 'Umesh Tamang', 'Vineeta Thakur', 'Divya Unny', 'Tyrone Aviet']",A group of intelligence officers embark on a top secret mission to track down a wanted international criminal.,Raj Kumar Gupta,4.7,"['Action', 'Adventure', 'Thriller']",https://m.media-amazon.com/images/M/MV5BY2UxYjU1NDgtMDdkNi00NWI0LTgxMmQtY2Q1YThjMmUyODMwXkEyXkFqcGdeQXVyOTAzMTc2MjA@.jpg,Hindi,2366.0,2019.0,['123'],['Hindi'],https://www.youtube.com/embed/xmab5E_62og
For a Handful of Kisses: (2014),3028412,"['Ana de Armas', 'Martiño Rivas', 'Marina Salas', 'Megan Montaner', 'Andrea Duro', 'Jan Cornet', 'Richard Sahagún', 'Mario Pardo', 'Joel Bosqued', 'Alejandra Onieva', 'Nagore Cenizo', 'Candela Montesinos', 'Esperanza De la Vega', 'Nidia Moros', 'Luis Jaspe', 'Alejandra Chen Jiang', 'Carlota Ferrer', 'Michel Alejandro', 'Cristina Domínguez', 'María Domínguez', 'Marta García', 'Alejandro Garrido', 'Alejandro Guevara', 'Antonio Leyva', 'Kristine Lindmark', 'Elisa Tulian', 'Marcos Zan', 'Koldo Olabarri']","A girl. A boy. A love story. But also about dreams, fears, life, true love, friendship and how we deal with it. And a secret between them...",David Menkes,5.6,"['Drama', 'Romance']",https://m.media-amazon.com/images/M/MV5BNTcwMDJkMWItNDBhNi00Y2MzLTlkZmUtMjEzODk3YTFmMTQ2XkEyXkFqcGdeQXVyMjc2OTc5Nzg@.jpg,American,1074.0,2014.0,['98'],['Spanish'],https://www.youtube.com/embed/uUctbZfueIU
Nache Nagin Gali Gali: (1989),424298,"['Meenakshi Sheshadri', 'Nitish Bharadwaj', 'Sadashiv Amrapurkar', 'Sahila Chaddha', 'Satyendra Kapoor', 'Vikas Anand', 'Bharat Bhushan', 'Sanjivani Bidkar', 'Brahmachari', 'Dinesh Hingoo', 'Suhas Joshi', 'Shreeram Lagoo', 'Asha Lata', 'Kanwarjeet Paintal', 'Yunus Parvez', 'Shanti Priya', 'Kunika Sadanand', 'Hari Shukla', 'Chacha Chaudhary', 'Bhagwan Palav']","While trying to save themselves from an evil black magician, two shape-shifting snakes who are in love with each other get separated in a crowd. As young adults, they both try to find each other.",Mohanji Prasad,5.5,['Horror'],https://m.media-amazon.com/images/M/MV5BZGQ2OTI2YzUtNjZjNC00NDAyLTk2MWQtYTg1OWYyYzAxMGEwXkEyXkFqcGdeQXVyODAzNzAwOTU@.jpg,Hindi,45.0,1989.0,['131'],['Hindi'],https://www.youtube.com/embed/h--hDeyTItQ
Hum Hai Teen Khurafaati: (2014),7944502,"['Muntazir Ahmad', 'Manoj Bakshi', 'Sheet Chhabra', 'Pranshu Kaushal', 'Sonia Kur', 'Heena Panchal', 'Mousam Sharma', 'Mousse Sharma']","Amidst dreams of making it big in the world of Bollywood, three teen boys are caught between a sexy teacher, a lecherous Principal and the love of their lives. Rohit, Rahul and Raju are enjoying and exploring their college life, trying to hit on their classmates and crushing on their hot teacher Roopmani who teaches about their 'internal desires' and 'love'. However, the three boys have a passion and that is filmmaking. So in order to get financiers for their film, the boys go through a turbulent journey, where they try to opt for all sorts of wrong means including cheating a pub owner. However, to add to their woes, are the final year exams which will define their future. In order to save themselves, they get into more trouble after they promise the lustful Principal and Teacher of their college to hook them up with yet another teacher of the college, Roopmani.",Sudhish Kumar Sharma,7.4,['Comedy'],https://m.media-amazon.com/images/M/MV5BMTc0MTFiYTctYmFmMy00NjllLTk5MjAtNzYyMGM4NmI5ZWM1XkEyXkFqcGdeQXVyMzk1NTQ5NjY@.jpg,Hindi,10.0,2014.0,['126'],['Hindi'],https://www.youtube.com/embed/hbKwiy9DmZg
Malgudi Days: (1986),244911,"['Venki', 'Anant Nag', 'Sudheendra', 'Rajaram', 'Manjunath Nayaker', 'Sanketh Kashi', 'Raghuram Sitaram', 'Girish Karnad', 'Vaishali Kasaravalli', 'Ashok Badardinni', 'Mandeep Roy', 'Rohit Srinath', 'Chetan', 'Judith Roby Bidappa', 'Suhashini Adarkar', 'Barath Bhushan', 'Shripati', 'Ramesh Bhatt', 'Venkatesh', 'John Devaraj', 'Shankar Nag', 'Jayashree B.', 'Krishne Gowda', 'Malnad Jagadish', 'Harish Patel', 'Ramesh Bhat', 'Sundarashree', 'Deven Bhojani', 'Kanti Madia', 'Arundathi Nag', 'Dina Pathak', 'Ashok Mandanna', 'C.R. Simha', 'Vishnuvardhan', 'G.V. Iyer', 'G.V. Shivanand', 'Nalini Murthy', 'Mico Chandru', 'Bimal Desai', 'Teddy White', 'G.K. Govinda Rao', 'Bhargavi Narayan', 'R.D. Kamat', 'Jayanth', 'PadminiSirish', 'Kaka Kattimani', 'K.R. Sreenivas', 'S.N. Rotti', 'Yunus Bukhari', 'Tara Mallya']","Based on the works of R.K. Narayan, Malgudi Days chronicles the lives of people living in the fictitious town of Malgudi.",,9.4,['Drama'],https://m.media-amazon.com/images/M/MV5BNGJiZTEwMzMtMGQ0Mi00NWI4LWJhMDktNDcwZGNhZDZmNDJjXkEyXkFqcGdeQXVyNDAzNDk0MTQ@.jpg,Kannada,4202.0,1986.0,,['Hindi'],https://www.youtube.com/embed/w7Mxfzb9bIk
